Country,Full Name,First Name,Middle Name,Last Name,Gender,Title,Designation,Contact,Images,Last Updated
India,Babul Supriyo,Babul,,Supriyo,Unknown,| Shri,"| |  ""Ministry of Environment| | |  ""Ministry of Animal Husbandry| ","https://www.facebook.com/BabulSupriyoOfficial/,https://twitter.com/supriyobabul,https://www.facebook.com/DrSanjeevBalyan/
",,21-09-2020
India,Babul Supriyo,Babul,,Supriyo,Unknown,| Shri,"| |  ""Ministry of Environment| ","https://www.facebook.com/BabulSupriyoOfficial/,https://twitter.com/supriyobabul
",,21-09-2020
India,Badruddin Ajmal,Badruddin,,Ajmal,Unknown,,| ,,,21-09-2020 17:42:50
India,Banaras Hindu University,Banaras,Hindu,University,Unknown,,| | | ,,,21-09-2020 17:38:56
India,Banaras Hindu University,Banaras,Hindu,University,Unknown,,| | | ,,,21-09-2020 17:42:50
India,Bangla ,Bangla,,,Unknown,,| ,,,21-09-2020 17:42:50
India,Bar Council of India,Bar,,Council of India,Unknown,| ci,| ,,,21-09-2020 17:42:50
India,Bharat Ratna,Bharat,,Ratna,Unknown,,| | | ,,,21-09-2020 17:42:50
India,Bhubaneswar ,Bhubaneswar,,,Unknown,,| ,,"http://mohua.gov.in/upload/photogallery/media/Bhubaneswar.jpg
",21-09-2020 17:38:56
India,Bhubaneswar ,Bhubaneswar,,,Unknown,,| ,,"http://mohua.gov.in/upload/photogallery/media/Bhubaneswar.jpg
",21-09-2020 17:42:03
India,Bhubaneswar ,Bhubaneswar,,,Unknown,,| ,,"http://mohua.gov.in/upload/photogallery/media/Bhubaneswar.jpg
",21-09-2020 17:42:50
India,Bihar ,Bihar,,,Unknown,,| | ,,,21-09-2020 17:42:50
India,Bihar ,Bihar,,,Unknown,,| ,,,21-09-2020 17:42:50
India,Biswajit Daimary,Biswajit,,Daimary,Unknown,| Shri,| ,,,21-09-2020 17:42:50
India,Board of Apprenticeship Training,Board of Apprenticeship,,Training,Unknown,,| | | | | | ,,,21-09-2020 17:38:56
India,Board of Apprenticeship Training,Board of Apprenticeship,,Training,Unknown,,| | | | ,,,21-09-2020 17:38:56
India,Board of Apprenticeship Training,Board of Apprenticeship,,Training,Unknown,,| | | | | | | | ,,,21-09-2020 17:38:56
India,Board of Apprenticeship Training,Board of Apprenticeship,,Training,Unknown,,| | | | | | ,,,21-09-2020 17:42:03
India,Board of Apprenticeship Training,Board of Apprenticeship,,Training,Unknown,,| | | | ,,,21-09-2020 17:42:03
India,Board of Apprenticeship Training,Board of Apprenticeship,,Training,Unknown,,| | | | | | | | ,,,21-09-2020 17:42:03
India,Board of Apprenticeship Training,Board of Apprenticeship,,Training,Unknown,,| | | | | | ,,,21-09-2020 17:42:50
India,Board of Apprenticeship Training,Board of Apprenticeship,,Training,Unknown,,| | | | ,,,21-09-2020 17:42:50
India,Board of Apprenticeship Training,Board of Apprenticeship,,Training,Unknown,,| | | | | | | | ,,,21-09-2020 17:42:50
India,Board of Practical Training,Board of Practical,,Training,Unknown,,| | | | ,,,21-09-2020 17:38:56
India,Board of Practical Training,Board of Practical,,Training,Unknown,,| | | | ,,,21-09-2020 17:42:03
India,Board of Practical Training,Board of Practical,,Training,Unknown,,| | | | ,,,21-09-2020 17:42:50
India,Boat Race Kerala,Boat,Race,Kerala,Unknown,,| ,,"https://knowindia.gov.in/assets/images/gallery/customs-and-lifestyle/1.jpg
",21-09-2020 17:42:50
India,Book Trust of India,Book,,Trust of India,Unknown,,| | | | | | | ,,,21-09-2020 17:38:56
India,Book Trust of India,Book,,Trust of India,Unknown,,| | | | | | | ,,,21-09-2020 17:42:03
India,Book Trust of India,Book,,Trust of India,Unknown,,| | | | | | | ,,,21-09-2020 17:42:50
India,Bravery Awards,Bravery,,Awards,Unknown,,| ,,,21-09-2020 17:42:50
India,Bride from Kashmir,Bride,from,Kashmir,Unknown,,| ,,"https://knowindia.gov.in/assets/images/gallery/customs-and-lifestyle/18.jpg
",21-09-2020 17:42:50
India,Bride from Nagaland,Bride,from,Nagaland,Unknown,,| ,,"https://knowindia.gov.in/assets/images/gallery/customs-and-lifestyle/17.jpg
",21-09-2020 17:42:50
India,Bringing Information to the Citizens,Bringing,Information,to the Citizens,Unknown,,| | ,,,21-09-2020 17:42:50
India,Browse Central Acts,Browse,Central,Acts,Unknown,,| ,,,21-09-2020 17:42:50
India,Browse State Acts,Browse,State,Acts,Unknown,,| ,,,21-09-2020 17:42:50
India,Buddhist Monks,Buddhist,,Monks,Unknown,,| ,,"https://knowindia.gov.in/assets/images/gallery/customs-and-lifestyle/24.jpg
",21-09-2020 17:42:50
India,Budget ,Budget,,,Unknown,,| ,,,21-09-2020 17:42:03
India,Budget ,Budget,,,Unknown,,| ,,,21-09-2020 17:42:50
India,Burning the effigy of Ravana on Dasera,Burning the effigy of Ravana,on,Dasera,Unknown,,| ,,"https://knowindia.gov.in/assets/images/gallery/customs-and-lifestyle/28.jpg
",21-09-2020 17:42:50
India,Cabinet Minister,Cabinet,,Minister,Unknown,,|  Cabinet Minister (Former & Present) Cabinet Minister (Former & Present),,,21-09-2020 17:42:50
India,Cabinet Ministers,Cabinet,,Ministers,Unknown,,|  Cabinet Ministers Cabinet Ministers,,,21-09-2020 17:42:50
India,Calendar ,Calendar,,,Unknown,,| ,,,21-09-2020 17:42:50
India,Career Opportunities,Career,,Opportunities,Unknown,,| ,,,21-09-2020 17:42:50
India,Carnival Goa,Carnival,,Goa,Unknown,,| ,,"https://knowindia.gov.in/assets/images/gallery/customs-and-lifestyle/3.jpg
",21-09-2020 17:42:50
India,Case Category,Case,,Category,Unknown,,| ,,,21-09-2020 17:42:50
India,Case Management System,Case,Management,System,Unknown,,| | | | | | | ,,,21-09-2020 17:42:50
India,CASE STATUS,CASE,,STATUS,Unknown,,| ,,,21-09-2020 17:42:50
India,CAUSELIST ,CAUSELIST,,,Unknown,,| ,,,21-09-2020 17:42:50
India,CAVEAT ,CAVEAT,,,Unknown,,| ,,,21-09-2020 17:42:50
India,CCA ,CCA,,,Unknown,,| | | | | | | | | | ,,,21-09-2020 17:42:50
India,Celebrating 6 years of MyGov,Celebrating,6,years of MyGov,Unknown,,| | | | ,,,21-09-2020 17:42:50
India,Celebrating Eid,Celebrating,,Eid,Unknown,,| ,,"https://knowindia.gov.in/assets/images/gallery/customs-and-lifestyle/25.jpg
",21-09-2020 17:42:50
India,Central Acts,Central,,Acts,Unknown,,| ,,,21-09-2020 17:42:50
India,Central Hindi Directorate,Central,Hindi,Directorate,Unknown,| Director| rector,| | | ,,,21-09-2020 17:38:56
India,Central Hindi Directorate,Central,Hindi,Directorate,Unknown,| Director| rector,| | | ,,,21-09-2020 17:42:50
India,Central Institute of Classical Tamil,Central,Institute of Classical,Tamil,Unknown,,| | | | | | ,,,21-09-2020 17:38:56
India,Central Institute of Classical Tamil,Central,Institute of Classical,Tamil,Unknown,,| | | | | | ,,,21-09-2020 17:42:50
India,Central Institute of Indian Languages,Central,Institute of Indian,Languages,Unknown,,| | | ,,,21-09-2020 17:38:56
India,Central Institute of Indian Languages,Central,Institute of Indian,Languages,Unknown,,| | | ,,,21-09-2020 17:42:50
India,Central Ministries and Departments,Central,,Ministries and Departments,Unknown,,|  Central Ministries and Departments| | | | | ,,,21-09-2020 17:38:56
India,Central Ministries and Departments,Central,,Ministries and Departments,Unknown,,|  Central Ministries and Departments| | | | | ,,,21-09-2020 17:42:03
India,Central Ministries and Departments,Central,,Ministries and Departments,Unknown,,|  Central Ministries and Departments| | | | | ,,,21-09-2020 17:42:50
India,Central Public Sector Enterprises,Central,Public Sector,Enterprises,Unknown,,| ,,,21-09-2020 17:38:56
India,Central Public Sector Enterprises,Central,Public Sector,Enterprises,Unknown,,| ,,,21-09-2020 17:42:03
India,Central Public Sector Enterprises,Central,Public Sector,Enterprises,Unknown,,| ,,,21-09-2020 17:42:50
India,Central University of Bihar,Central,,University of Bihar,Unknown,,| | | | ,,,21-09-2020 17:38:56
India,Central University of Bihar,Central,,University of Bihar,Unknown,,| | | | ,,,21-09-2020 17:42:50
India,Central University of Gujarat,Central,,University of Gujarat,Unknown,,| | | | ,,,21-09-2020 17:38:56
India,Central University of Gujarat,Central,,University of Gujarat,Unknown,,| | | | ,,,21-09-2020 17:42:50
India,Central University of Haryana,Central,,University of Haryana,Unknown,,| | | | | ,,,21-09-2020 17:38:56
India,Central University of Haryana,Central,,University of Haryana,Unknown,,| | | | | ,,,21-09-2020 17:42:50
India,Central University of Himachal Pradesh,Central,University of Himachal,Pradesh,Unknown,,| | | | ,,,21-09-2020 17:38:56
India,Central University of Himachal Pradesh,Central,University of Himachal,Pradesh,Unknown,,| | | | ,,,21-09-2020 17:42:50
India,Central University of Jammu,Central,,University of Jammu,Unknown,,| | | | | ,,,21-09-2020 17:38:56
India,Central University of Jammu,Central,,University of Jammu,Unknown,,| | | | | ,,,21-09-2020 17:42:50
India,Central University of Jharkhand,Central,,University of Jharkhand,Unknown,,| | | | | ,,,21-09-2020 17:38:56
India,Central University of Jharkhand,Central,,University of Jharkhand,Unknown,,| | | | | ,,,21-09-2020 17:42:50
India,Central University of Karnataka,Central,,University of Karnataka,Unknown,,| | | | | ,,,21-09-2020 17:38:56
India,Central University of Karnataka,Central,,University of Karnataka,Unknown,,| | | | | ,,,21-09-2020 17:42:50
India,Central University of Kashmir,Central,,University of Kashmir,Unknown,,| | | | ,,,21-09-2020 17:38:56
India,Central University of Kashmir,Central,,University of Kashmir,Unknown,,| | | | ,,,21-09-2020 17:42:50
India,Central University of Kerala,Central,,University of Kerala,Unknown,,| | | | ,,,21-09-2020 17:38:56
India,Central University of Kerala,Central,,University of Kerala,Unknown,,| | | | ,,,21-09-2020 17:42:50
India,Central University of Orissa,Central,,University of Orissa,Unknown,,| | | | | | ,,,21-09-2020 17:38:56
India,Central University of Orissa,Central,,University of Orissa,Unknown,,| | | | | | ,,,21-09-2020 17:42:50
India,Central University of Punjab,Central,,University of Punjab,Unknown,,| | | | ,,,21-09-2020 17:38:56
India,Central University of Punjab,Central,,University of Punjab,Unknown,,| | | | ,,,21-09-2020 17:42:50
India,Central University of Rajasthan,Central,,University of Rajasthan,Unknown,,| | | ,,,21-09-2020 17:38:56
India,Christmas ,Christmas,,,Unknown,,| ,,"https://knowindia.gov.in/assets/images/gallery/customs-and-lifestyle/12.jpg
",21-09-2020 17:42:50
India,Circular ,Circular,,,Unknown,,| ,,,21-09-2020 17:42:50
India,Circulars ,Circulars,,,Unknown,,| ,,,21-09-2020 17:42:50
India,Circulars/Notifications Online Services Tenders,Circulars/Notifications,Online Services,Tenders,Unknown,,| ,,,21-09-2020 17:38:56
India,Circulars/Notifications Online Services Tenders,Circulars/Notifications,Online Services,Tenders,Unknown,,| ,,,21-09-2020 17:42:03
India,Circulars/Notifications Online Services Tenders,Circulars/Notifications,Online Services,Tenders,Unknown,,| ,,,21-09-2020 17:42:50
India,Circulars/Orders ,Circulars/Orders,,,Unknown,,| ,,,21-09-2020 17:42:50
India,Citizen Engagement,Citizen,,Engagement,Unknown,,| ,,,21-09-2020 17:42:50
India,Citizen's Charter,Citizen's,,Charter,Unknown,,| ,,,21-09-2020 17:38:56
India,Citizen's Charter,Citizen's,,Charter,Unknown,,| ,,,21-09-2020 17:42:03
India,Citizen's Charter,Citizen's,,Charter,Unknown,,| ,,,21-09-2020 17:42:50
India,COLLEGIUM RESOLUTIONS,COLLEGIUM,,RESOLUTIONS,Unknown,,| ,,,21-09-2020 17:42:50
India,Commerce ,Commerce,,,Unknown,,| ,,,21-09-2020 17:42:50
India,Commerce and Industry Minister released Service Export Strategy for Karnataka at the inaugural programme of the 5th Global Exhibition on Services 2019 at Bengaluru on 26.11.2019.,Commerce and Industry,Minister released Service Export Strategy for Karnataka at the inaugural programme of the 5th Global Exhibition on Services 2019 at Bengaluru on,26.11.2019.,Unknown,,|  Commerce and Industry Minister released Service Export Strategy for Karnataka at the inaugural programme of the 5th Global Exhibition on Services 2019 at Bengaluru on 26.11.2019.| ,,,21-09-2020 17:42:03
India,Commerce and Industry Minister released Service Export Strategy for Karnataka at the inaugural programme of the 5th Global Exhibition on Services 2019 at Bengaluru on 26.11.2019.,Commerce and Industry,Minister released Service Export Strategy for Karnataka at the inaugural programme of the 5th Global Exhibition on Services 2019 at Bengaluru on,26.11.2019.,Unknown,,|  Commerce and Industry Minister released Service Export Strategy for Karnataka at the inaugural programme of the 5th Global Exhibition on Services 2019 at Bengaluru on 26.11.2019.| ,,,21-09-2020 17:42:50
India,Commission for Minority Educational Institutions,Commission,for Minority Educational,Institutions,Unknown,| miss,| | | | | | | ,,,21-09-2020 17:38:56
India,Commission for Minority Educational Institutions,Commission,for Minority Educational,Institutions,Unknown,| miss,| | | | | | | ,,,21-09-2020 17:42:50
India,Commission for Scientific and Technical Terminology,Commission,for Scientific and Technical,Terminology,Unknown,| miss| ci,| | | ,,,21-09-2020 17:38:56
India,Commission for Scientific and Technical Terminology,Commission,for Scientific and Technical,Terminology,Unknown,| miss| ci,| | | ,,,21-09-2020 17:42:50
India,Committees ,Committees,,,Unknown,,| ,,,21-09-2020 17:42:50
India,Communication ,Communication,,,Unknown,,| ,,,21-09-2020 17:42:50
India,Community Guidelines - All Registered Users must adhere to,Community,Guidelines - All Registered Users must adhere,to,Unknown,,| | ,,,21-09-2020 17:42:50
India,Comparative Study of Rules by Competent Authorities and Appropriate Govts. Under RTI Act 2005,Comparative,Study of Rules by Competent Authorities and Appropriate Govts. Under RTI Act,2005,Unknown,,| ,,,21-09-2020 17:42:50
India,Compendium of Best Practises on RTI,Compendium of Best,Practises on,RTI,Unknown,,| ,,,21-09-2020 17:42:50
India,Compilation of OMs & Notifications on RTI,Compilation of OMs & Notifications,on,RTI,Unknown,| Ms,| ,,,21-09-2020 17:42:50
India,Constitution ,Constitution,,,Unknown,,| ,,,21-09-2020 17:42:50
India,Constitution of India ,Constitution of India,,,Unknown,,| ,,,21-09-2020 17:42:50
India,Constitution of India - in Diglot Edition Download,Constitution of India,#NAME?,Download,Unknown,,| ,,,21-09-2020 17:42:50
India,Constitution of India - in English Download The file,Constitution of India,#NAME?,Download The file,Unknown,,| ,,,21-09-2020 17:42:50
India,Constitution of India - in Hindi Download,Constitution of India,#NAME?,Download,Unknown,,| ,,,21-09-2020 17:42:50
India,Constitution of India - in Malayalam Download,Constitution of India,#NAME?,Download,Unknown,,| ,,,21-09-2020 17:42:50
India,Constitution of India - in Tamil Part,Constitution of India,#NAME?,Part,Unknown,,| ,,,21-09-2020 17:42:50
India,Constitution of India - in Tamil Part 1 | Part 2 | Part 3 | Part 4 | Part 5,Constitution of India,- in Tamil Part 1 | Part 2 | Part 3 | Part 4 | Part,5,Unknown,,| ,,,21-09-2020 17:42:50
India,Constitution of India - in Tamil Part 3,Constitution of India,#NAME?,3,Unknown,,| ,,,21-09-2020 17:42:50
India,Constitution of India - in Tamil Part 4,Constitution of India,#NAME?,4,Unknown,,| ,,,21-09-2020 17:42:50
India,Constitution of India - in Tamil Part 5,Constitution of India,#NAME?,5,Unknown,,| ,,,21-09-2020 17:42:50
India,Constitution of India - in Urdu Download,Constitution of India,#NAME?,Download,Unknown,,| ,,,21-09-2020 17:42:50
India,Constitution of India in Regional Languages View more,Constitution of India,in Regional Languages View,more,Unknown,,| ,,,21-09-2020 17:42:50
India,Constitution of National Youth Advisory Council,Constitution of National,Youth Advisory,Council,Unknown,| ci,| ,,,21-09-2020 17:42:50
India,Constitutional Provision,Constitutional,,Provision,Unknown,,| ,,,21-09-2020 17:38:56
India,Constitutional Provision,Constitutional,,Provision,Unknown,,| ,,,21-09-2020 17:42:03
India,Constitutional Provision,Constitutional,,Provision,Unknown,,| ,,,21-09-2020 17:42:50
India,CONTACT US,CONTACT,,US,Unknown,,| ,,,21-09-2020 17:42:03
India,CONTACT US,CONTACT,,US,Unknown,,| ,,,21-09-2020 17:42:50
India,Content Policy,Content,,Policy,Unknown,,| ,,,21-09-2020 17:42:50
India,Content Policy of DIKSHA,Content,,Policy of DIKSHA,Unknown,,| | | | | | | | | | | | | | | ,,,21-09-2020 17:42:50
India,Content Provided by the Ministries/Departments in the Government of India.,Content,Provided by the Ministries/Departments,in the Government of India.,Unknown,,|  Content Provided by the Ministries/Departments in the Government of India.| | | | | | | | ,,,21-09-2020 17:42:50
India,Content Provided by the State Government / UT Administration.,Content,Provided by the State Government / UT,Administration.,Unknown,,| | | | | | | | | ,,,21-09-2020 17:42:50
India,Contrast:High|Normal ,Contrast:High|Normal,,,Unknown,,| | | ,,,21-09-2020 17:42:50
India,COPYING ,COPYING,,,Unknown,,| ,,,21-09-2020 17:42:50
India,Copyright © 2015 Central Information Commission,Copyright,© 2015 Central Information,Commission,Unknown,| miss,| | ,,,21-09-2020 17:42:50
India,Copyright Policy,Copyright,,Policy,Unknown,,| ,,,21-09-2020 17:42:03
India,Copyright Policy,Copyright,,Policy,Unknown,,| ,,,21-09-2020 17:42:50
India,Corona related export issues - Stakeholders may send their issues requiring support to DGFT HelpDesk email id - dgftedi@nic.in and Toll free Helpdesk no 1800111550 |,Corona,related export issues - Stakeholders may send their issues requiring support to DGFT HelpDesk email id - dgftedi@nic.in and Toll free Helpdesk no 1800111550,|,Unknown,,| | ,,,21-09-2020 17:42:50
India,CORONA STEPS,CORONA,,STEPS,Unknown,,| | ,,,21-09-2020 17:42:50
India,Correctional Services Medal,Correctional,Services,Medal,Unknown,,| ,,,21-09-2020 17:42:50
India,Correspondence ,Correspondence,,,Unknown,,| | | | | | | | | | | | | ,,,21-09-2020 17:42:50
India,Costumes ,Costumes,,,Unknown,,| ,,"https://knowindia.gov.in/assets/images/gallery/customs-and-lifestyle/8.jpg
",21-09-2020 17:42:50
India,Costumes ,Costumes,,,Unknown,,| ,,"https://knowindia.gov.in/assets/images/gallery/customs-and-lifestyle/9.jpg
",21-09-2020 17:42:50
India,Council for Promotion of Sindhi Language,Council,for Promotion of Sindhi,Language,Unknown,| ci,| ,,,21-09-2020 17:38:56
India,Council for Promotion of Sindhi Language,Council,for Promotion of Sindhi,Language,Unknown,| ci,| ,,,21-09-2020 17:42:50
India,Council for Promotion of Urdu Language,Council,for Promotion of Urdu,Language,Unknown,| ci,| | | | ,,,21-09-2020 17:38:56
India,Council for Promotion of Urdu Language,Council,for Promotion of Urdu,Language,Unknown,| ci,| | | | ,,,21-09-2020 17:42:50
India,Court Fees Calculator,Court,Fees,Calculator,Unknown,,| ,,,21-09-2020 17:42:50
India,Court No.,Court,,No.,Unknown,,| | | | | | ,,,21-09-2020 17:42:50
India,COVID Urban Practices 19,COVID,Urban Practices,19,Unknown,,| ,,,21-09-2020 17:38:56
India,COVID Urban Practices 19,COVID,Urban Practices,19,Unknown,,| ,,,21-09-2020 17:42:03
India,COVID Urban Practices 19,COVID,Urban Practices,19,Unknown,,| ,,,21-09-2020 17:42:50
India,COVID-19 ,COVID-19,,,Unknown,,| ,,,21-09-2020 17:42:50
India,Cricket Association,Cricket,,Association,Unknown,| ci,| | ,,,21-09-2020 17:38:56
India,Cricket Association,Cricket,,Association,Unknown,| ci,| | ,,,21-09-2020 17:42:03
India,Cricket Association,Cricket,,Association,Unknown,| ci,| | ,,,21-09-2020 17:42:50
India,Culture & Heritage,Culture,&,Heritage,Unknown,,| | | | ,,"https://knowindia.gov.in/assets/images/gallery/culture-and-heritage/1.jpg,https://knowindia.gov.in/assets/images/gallery/culture-and-heritage/2.jpg,https://knowindia.gov.in/assets/images/gallery/culture-and-heritage/3.jpg,https://knowindia.gov.in/assets/images/gallery/culture-and-heritage/4.jpg,https://knowindia.gov.in/assets/images/gallery/culture-and-heritage/5.jpg,https://knowindia.gov.in/assets/images/gallery/culture-and-heritage/6.jpg
",21-09-2020 17:42:50
India,Currency Symbol,Currency,,Symbol,Unknown,,| ,,,21-09-2020 17:42:50
India,D.V. Sadananda Gowda,D.V.,Sadananda,Gowda,Unknown,| Shri,| |  Ministry of Chemicals and Fertilizers,"https://www.facebook.com/DVSBJP/,https://twitter.com/DVSadanandGowda
",,21-09-2020
India,Dadra and Nagar Haveli and,Dadra and Nagar,,Haveli and,Unknown,,| | ,,,21-09-2020 17:42:50
India,Dadra and Nagar Haveli and Daman & Diu,Dadra and Nagar,,Haveli and Daman & Diu,Unknown,,| ,,,21-09-2020 17:42:50
India,DAILY ORDERS,DAILY,,ORDERS,Unknown,,| ,,,21-09-2020 17:42:50
India,Danve Raosaheb Dadarao,Danve,Raosaheb,Dadarao,Unknown,| Shri,"| |  ""Ministry of Consumer Affairs| ","https://www.facebook.com/ravsahebdanvepatil/,https://twitter.com/raosahebdanve
",,21-09-2020
India,Dashboard ,Dashboard,,,Unknown,,| | | | |  Department| ,,,21-09-2020 17:38:56
India,Dashboard ,Dashboard,,,Unknown,,| | | | |  Department| ,,,21-09-2020 17:42:03
India,Dashboard ,Dashboard,,,Unknown,,| ,,,21-09-2020 17:42:50
India,Dashboard ,Dashboard,,,Unknown,,| | | | |  Department| ,,,21-09-2020 17:42:50
India,Defence ,Defence,,,Unknown,,| ,,,21-09-2020 17:42:50
India,Definitions ,Definitions,,,Unknown,,| | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | |   any Education Departments (of both Central Government and State/UT)| | | | | | | | | | | | | | | | | | | | | | ,,,21-09-2020 17:42:50
India,Department of,Department,,of,Unknown,,|  Department of| | ,,,21-09-2020 17:42:50
India,Department of,Department,,of,Unknown,,|  Department of| | | ,,,21-09-2020 17:42:50
India,Department of Administrative ,Department of Administrative,,,Unknown,,|  Department of Administrative| | ,,,21-09-2020 17:42:50
India,Department of Administrative ,Department of Administrative,,,Unknown,,|  Department of Administrative| | | ,,,21-09-2020 17:42:50
